author,published_at,updated_at,like_count,text
@supersaiya563,2023-12-13T09:51:36Z,2023-12-13T09:51:36Z,0,"Lucu sekali UNHCR ini membebankan Rohingya pada negara berkembang yang rakyatnya sendiri masih kekurangan dalam memenuhi kebutuhan dasar. Mereka UNHCR terbukti memberikan surat rekomendasi pada orang Rohingya untuk keluar dari Bangladesh, secara berangsur ribuan orang Rohingya datang ke Aceh... Bubarkan saja UNHCR"
@user-og7rs2sq8u,2023-12-13T09:50:42Z,2023-12-13T09:50:42Z,0,Just accept them for God sake.😢
@cluefamily5452,2023-12-13T08:46:38Z,2023-12-13T08:46:38Z,0,"KIRIM LAGI KE BANGLADESH, INDONESIA MENOLAK PENGUNGSI ROHINGYA"
@lalakomalasari8547,2023-12-12T23:51:36Z,2023-12-12T23:51:36Z,0,Mereka itu adalah korban Tindak Pidana Perdagangan Orang bukan pengungsi
@merpatilogic6316,2023-12-12T23:46:35Z,2023-12-12T23:46:35Z,2,They threown away the food gave to them
@gloomysunday9667,2023-12-12T18:59:04Z,2023-12-12T18:59:04Z,1,"Jangan sampai terjadi myanmar jilid 2 di aceh, warga sudah menolak, sebaiknya pulangkan saja rohingya ke bangladesh"
@Rapid436,2023-12-12T12:13:56Z,2023-12-12T12:13:56Z,0,They are imigran they paid UNHCR to let them stay in Indonesia. N some people already arrested.
@KalviN462,2023-12-12T12:11:26Z,2023-12-12T12:11:26Z,2,Hahahaha<br>2 juta rohingya lari dari genocide military junta. Indonesia: &quot;i sleep&quot;<br>Palestina ditindas israel karena tanah suci. Indonesia :&quot;woke af&quot;
@hpaccounts1509,2023-12-12T11:56:49Z,2023-12-12T11:56:49Z,0,I hope Indonesia do not accept them willy nilly i mean accepting unknown people with no papers is dangerous<br><br><br>I&#39;m from Philippines
@BINTANGJAYYA,2023-12-12T04:32:42Z,2023-12-12T04:32:42Z,0,You have to go to Japan because there are many beautiful angels who are lonely
@user-mn2hm3qc2b,2023-12-12T04:21:55Z,2023-12-12T04:21:55Z,0,Kami warga indonesia sangat menghargai kemanusiaan akan tetapi kami tidak dapat menerima prilaku mereka  yang tidak bisa menghargai kami kami tidak ingin masadepan indonesia akan tidak baik baik saja karna prilaku mereka yang jauh dari norma norma agama manapun.
@Monkey341,2023-12-12T04:01:20Z,2023-12-12T04:01:46Z,1,"Malaysia jangan nak pandai2 terima Rohingya ni. Sekian ada yang dah dalam Malaysia pun dah buat macam kecohan dan tuntutan. Islam Malaysia terima dia orang ni, tapi Rohingya ni tak peduli ko islam ke tak. Orang Malaysia mesti dah sedar mengapa mereka di halau dari Rakhine, kan? Mereka buat kecoh di sana dan tuntut Rakhine untuk mereka. Ingat tak mereka tuntut Selayang?"
@Laluna0096,2023-12-12T03:51:05Z,2023-12-12T03:51:05Z,0,😢😢😢😢
@bolangpwt9715,2023-12-12T02:55:17Z,2023-12-12T02:55:17Z,0,"kirim balik ke bangladesh , pemerintah harus tegas kalo tidak akan menambah masalah baru bagi warga setempat"
@wiitanti4373,2023-12-12T02:29:09Z,2023-12-12T02:29:09Z,0,New arrivals last month . New arrivals this month . More new arrivals next year. How far from 2 point  departure to arrival
@gmr2gnr,2023-12-11T22:48:43Z,2023-12-11T22:48:43Z,4,Why are they still making babies if there’s no future for them? 😢
@conductingintomfoolery9163,2023-12-11T21:06:52Z,2023-12-11T21:06:52Z,0,Send troops to Myanmar then
@NewIURGT,2023-12-11T18:12:15Z,2023-12-11T18:12:15Z,1,"rohingya needs to be kicked out from Indonesia, if you want to live in someone&#39;s house, dont be a jerk."
@user-fj4iy6rc4w,2023-12-11T14:44:11Z,2023-12-11T14:44:11Z,0,"Also when the local people ask them to leave, not just ask but the local people also gives food for them to survive, but they refused and thrown all the food that has been given by the local into the sea!"
@Kevinxlee9,2023-12-11T08:55:10Z,2023-12-11T08:55:10Z,3,Instead of giving them FOODS give them CONDOMS
@AM-bf6dn,2023-12-11T06:09:31Z,2023-12-11T06:09:31Z,1,"All knows what happened EU , EU give immigrants save shelter few year  leter they showed radical face ."
@user-bf3gm4jf7v,2023-12-11T04:24:41Z,2023-12-11T04:24:41Z,0,This unhcr institution and human rights created many new unrest in all countries.  they are the real criminals in human slavery.
@InspireBytes8946,2023-12-11T04:03:21Z,2023-12-11T04:03:21Z,1,mereka bukan pengungsi tapi imigran gelap
@StephanBorgo,2023-12-11T03:41:56Z,2023-12-11T03:41:56Z,0,"<a href=""https://www.youtube.com/watch?v=y2NC74KOR1o&amp;t=2m26s"">2:26</a> was the man just read something that reporter showed him?"
@JuliusCaesar888,2023-12-10T23:59:22Z,2023-12-10T23:59:31Z,2,"Deal with it, the same way Europe has been for decades. Thanks for coming out!"
@YusufAfrizal71,2023-12-10T23:36:48Z,2023-12-10T23:36:48Z,2,Pengungsi ❎<br>Imigran gelap ✅
@crystaltohcrystaltoh3575,2023-12-10T18:52:11Z,2023-12-10T18:52:11Z,0,Unwanted wherever they go. Its not about the reluctance to show sympathy but again &amp; again Rohingyas has displayed an attitude of uneasiness to others. When they set foot long enough in any country they will start the demand attitude.
@Waleed2052,2023-12-10T13:51:50Z,2023-12-10T13:51:50Z,0,President Jokowi is kind-hearted and generous
@Shahmim2008,2023-12-10T13:44:43Z,2023-12-10T13:44:43Z,0,😭😭😭😭😭😭😭😭😭😭
@AdityoWN,2023-12-10T13:32:49Z,2023-12-10T13:32:49Z,0,"If those imigrantz behave, we probably would give them food and shelter, not permanent. <br><br>We already learned from Malaysia, what happen if we accepting them."
@celtiecefert,2023-12-10T11:47:34Z,2023-12-10T11:47:34Z,0,the fact that this event is indicated of human trafficking is also one of the problems too
@buszterixjunior5152,2023-12-10T10:55:49Z,2023-12-10T10:55:49Z,0,NKRI sudah DI BELI ROHINGYA melalui UNHCR pasti datang terus sampai berdiri NEGARA ROHINGYA 👏👏👏
@lateupload,2023-12-10T09:17:29Z,2023-12-10T09:17:29Z,1,Australia Land is best place for you Rohingya!
@moesikku,2023-12-10T08:11:06Z,2023-12-10T08:11:06Z,1,"Saya setuju untuk mengusir warga rohingnya, karena warga Indonesia juga masih banyak yang susah🙏"
@killthemessenger84,2023-12-10T03:21:41Z,2023-12-10T03:21:41Z,0,"form of country is based on similiarity etnicity or culture, they should go to pakistan or india rather than SEA"
@El-fj7eo,2023-12-10T01:20:05Z,2023-12-10T01:20:05Z,2,Land them to ISRAEL 🇮🇱They will become good neighbors ☺
@kbshailesh98,2023-12-09T15:59:35Z,2023-12-09T15:59:35Z,0,Provide them food make them strong so they can create riots.
@kbshailesh98,2023-12-09T15:55:43Z,2023-12-09T15:55:43Z,0,Europe is ready to accept them.
@MrSeptoni,2023-12-09T13:29:28Z,2023-12-09T13:29:28Z,1,"Indonesia harus tutup pintu pengungsi rohingnya, palestina, Afghanistan, dan negara2 konflik"
@hidayatulmukhlisin8193,2023-12-09T11:17:27Z,2023-12-09T11:17:27Z,2,"Indonesia berhak menolak dan mengembalikan mereka ke bangladesh... karena indonesia tidak menandatangani perjanjian UNHCR mengenai penerimaan pengungsi<br>.<br>Lagian juga belum tentu yg kita terima itu benar&quot; pengungsi atau bukan yakan, ya... pikir aja ya TKI kita mau kerja dan menetap di negara orang aja ikutin prosedur masa ini mau di elus&quot; 😂 kasihan anak kandung sendiri lah wkwkwk<br>.<br>Btw yg nyebutin palestine ini pasti buzzer&quot; izrael pasti padahalkan yg di sumbangin gk seberapa tp di nyirnyir nauzubilah 😂, banyak lembaga kemanusiaan yg bisa menyalurkan bantuan kepalestine.<br>.<br>Lagian juga kenapa harus menghalang halangi orang untuk berbuat baik ? Klo bilang orang dinegri sendiri masih susah ya urusan pemda dan pemerintah pusat 😂 kita mah cilik&quot; cukup rukun tetangga aja kayanya sudah lebih dari cukup tapi klo kalian bisa lebih kenapa tidak ??"
@user-sg7oi8oz3n,2023-12-09T08:58:49Z,2023-12-09T08:58:49Z,1,"Makanya jangan sok aksi solidaritas, begitu tahu perangai buruk mereka nah baru nyahok."
@jekoljekol1785,2023-12-09T08:58:49Z,2023-12-09T08:58:49Z,1,"Lanjutkan aceh, tolak"
@M_YQ,2023-12-09T08:50:46Z,2023-12-09T08:50:46Z,0,Palestine🥺🥺💪💪🙏🙏<br>Rohingya🤬🤬👊👊🖕🖕<br>Kami adalah keluarga Islam🤩🤩
@redikaak9986,2023-12-09T04:02:17Z,2023-12-09T04:02:17Z,3,"They have a very bad attitude. They threw away the foods we gave them and damaged the shelter facilities. At the same time, many Indonesian are still hungry, poor, and have no place to live. Our country became independent with blood and tears, if you run away from the fighting in your country and instead want to take over our land, we will not remain silent!"
@Screamdoom,2023-12-09T03:24:35Z,2023-12-09T03:24:35Z,0,Dikasih hati minta jantung.
@ferretman6790,2023-12-08T19:33:36Z,2023-12-08T19:33:36Z,2,NO ROHINGYA
@tirtasetiawan8226,2023-12-08T13:18:15Z,2023-12-08T13:18:15Z,0,Tenang bro kami pernah hadapi belanda ma jepang kalo ni ya ahahah gelik gelik pemeritah gk bisa bereskan kami yg bereskan
@tirtasetiawan8226,2023-12-08T13:16:24Z,2023-12-08T13:16:24Z,0,Kami tidak perlu berita yg menyudut kan indonesia kami. Merdeka karna berjuang para pahlawan dan nenek muyang kami  rohinia alial bg lades mau datang dengan enak oh tidak bisa mangkan nya ppb kasi senjata agar rohinia bisa perang ni miyanmar lolo
@bekasibego,2023-12-08T07:34:03Z,2023-12-08T07:34:03Z,0,"Gampang sih, tinggal tegas, kalo melanggar deportasi balikin ke laut, TAKE IT OR LEAVE IT"
@denisrehan7544,2023-12-08T06:53:23Z,2023-12-08T06:54:06Z,0,"Bikin rusuh di negara orang rohingya, beranak-pinak ga terkendali tapi akhirnya jadi imigran. Orang sana ga mikir apa punya anak banyak tapi hidup aja jadi korban perang apalagi buat makan."
@yuliamadjid,2023-12-08T05:37:03Z,2023-12-08T05:37:03Z,1,Balikin mereka ke Rakhine Myanmar..itu adalah asal mereka. Jangan ada satu jengkal tanah Indonesia untuk orang-orang Rohingya
@normanlorenzo707,2023-12-08T02:44:03Z,2023-12-08T02:44:03Z,0,"Maybe Indonesisa can better understand Israel&#39;s situation with the palestinians. Lucky for indonesia, Rohingyas do not have 5,000 terrorist rockets to fire in the direction of Jakarta."
@tinoadit4022,2023-12-07T14:21:24Z,2023-12-07T14:21:24Z,1,Rakyat Indonesia menolak Rohingnya pemerintah di banding kan warga lokal ❌😡😡👺👺👺😡😡😡👺👺👺👺👺👺👺👺😡😡😡😡👺👺👺👺👺👺
@triastutik6116,2023-12-07T12:33:16Z,2023-12-07T12:33:16Z,1,Pokoknya USIR Rohingya
@asakitkepala2661,2023-12-07T12:09:40Z,2023-12-07T12:09:40Z,0,Here&#39;s the troublemakers (Rohingyas) are come
@Askurself_,2023-12-07T03:02:14Z,2023-12-07T03:02:48Z,0,All the best
@yonikogire9213,2023-12-06T09:28:55Z,2023-12-06T09:28:55Z,0,Rahkine State or Province must be an independence state. Where Roinnya people must live. As their own country
@johanjohanseregar9134,2023-12-06T07:49:26Z,2023-12-06T07:49:26Z,0,"Usir penjajah berkedok pengungsi. Bubarkan UNHCR Indonesia. Mogok bayar pajak, pemilu pemerintah harus mengembalikan imigran ilegal."
@fickyrivaldi1354,2023-12-06T07:42:11Z,2023-12-06T07:42:11Z,0,"why do they have so many births, while their country is in decline"
@haustle7711,2023-12-06T07:41:56Z,2023-12-06T07:41:56Z,0,"Indonesians please defend your islands, if you let them in they will take your lands, learn from the palestine and israel conflict"
@fickyrivaldi1354,2023-12-06T07:36:48Z,2023-12-06T07:36:48Z,0,"why do they have so many births, while their country is in decline"
@kankenaii_09,2023-12-06T04:57:48Z,2023-12-06T04:58:34Z,0,"Sdh tau hidupnya susah tapi bikin anak sebanyak banyaknya, apakah tidak kasihan ke anaknya. Bukankah ada kb."
@elenamonteagudo9855,2023-12-05T23:06:28Z,2023-12-05T23:06:28Z,0,"Hello, I am here ☝️ now I am your problem 😂😂😂😂"
@Riri-ho7pm,2023-12-05T21:33:00Z,2023-12-05T21:33:00Z,0,"Remind me of Palestinians? Egypt, Lebanon, and Jordan no longer accept them because they always cause insurgency, petty to violent crimes, and even a civil war within those countries."
@wahida8216,2023-12-05T16:02:00Z,2023-12-05T16:02:00Z,0,Yg bawa kapal tau dri mna y nnti mampir ke negara ini ini
@fl8281,2023-12-05T15:36:14Z,2023-12-05T15:36:14Z,1,"If they dont even bother to help themselves by respecting any other nations that are willingly to help them and also not being a menace, then there will be no nation on this planet will be willingly to help them. You cant help anyone who keep sabotaging themself. The  extinction of their own culture and race may be the fault of us mankind but they&#39;re are also are in the fault for biting the arms for those who lend their hands for them."
@ksatria9463,2023-12-05T10:27:28Z,2023-12-05T10:27:28Z,1,Kami bangsa aceh akan mempertahan kan tanah leluhur kami...<br>Dari penjajahan ROHINGNYA....
@anilb842,2023-12-05T07:05:51Z,2023-12-05T07:05:51Z,0,Go to Russia they need people lots
@wiyonowiyono6452,2023-12-05T04:07:04Z,2023-12-05T04:07:04Z,1,Saya sebagai warga Indonenesia asal Jawa Timur sanagat sependapat dengan saudara kami Malaysia Tolak tegas Rohingya jangan di kasih kesempatan menginjakkan kaki di Indonesia Tabiat mereka sangat tidak terpuji tidak sesuai budaya ramah bangsa Indonesia merenka lebih congkak merasa harus di hormati. Hanya satu kata USIR
@wiyonowiyono6452,2023-12-05T03:54:26Z,2023-12-05T03:54:26Z,1,Saya saja pergi keluar Negri harus ada pasfor Visa surat sponsor dari Negara tujuan kok Rohingya bisa semudah itu nylonong memasuki wilayah kita tanpa documen resmi apa apa malah nglunjak dibantu makanan ga tau trimakasih pake protes segala macam ayo Usir saja bakal jadi masalah nantinya mending urusi saudara kita sendiri saja
@wahyutri22,2023-12-05T03:32:50Z,2023-12-05T03:32:50Z,0,the presenter uses an Indian accent... his accent is unique.
@ansarienglishclub.9310,2023-12-05T00:33:24Z,2023-12-05T00:33:24Z,0,Thank you for helping and escaping
@OMEGOZ,2023-12-04T23:18:32Z,2023-12-04T23:18:32Z,1,Mereka udaj di Bangladesh kenapa pergi ke aceh😮
@keeal4646,2023-12-04T23:09:26Z,2023-12-04T23:09:26Z,0,Pulangkan saja ke negaranya.. mereka mau ngomong apa bodoh amat.
@quahogfamily8971,2023-12-04T21:22:03Z,2023-12-04T21:22:03Z,0,fresh stock
@robrak3569,2023-12-04T09:00:27Z,2023-12-04T09:00:27Z,0,I bet they are heading to Australia
@omannamwar3383,2023-12-04T05:59:28Z,2023-12-04T05:59:28Z,0,Thos is so heartbreaking 💔
@AzriTokotua,2023-12-04T04:46:24Z,2023-12-04T04:46:24Z,0,"Mereka harus dikembalikan di negara asal mereka, indonesia tdk punya kewajiban menerima pengungsi."
@Agoespreet...,2023-12-04T04:00:23Z,2023-12-04T04:00:23Z,0,Pemerintah sepertinya sudah menjadi penghianat dan menjual kedaulatan negara.
@iam6475,2023-12-04T03:05:26Z,2023-12-04T03:05:26Z,0,Gimaa gak mau di usir sekali makan mintanya 5 piring 🤣
@ummmaryam8831,2023-12-04T02:24:29Z,2023-12-04T02:24:29Z,0,"Ke inggris aja ngungsi, kan nenek moyang mereka yg bikin masalah menjajah dan membawa mereka sebagai budak. Atau arahkan ke negara barat yg memang negara penerima pengungsi. Kayaknya ada misi tersembunyi UNHCR dibalik  peristiwa ini, kan mereka tau Indonesia bukan negara pengungsi tapi kenapa mereka mengarahkan rohingya untuk berlabuh di Indonesia."
@lilissariningsih3721,2023-12-15T15:13:14Z,2023-12-15T15:13:14Z,0,Usir mereka semua jangan ada tersisadi tanah aceh.ini indonesia .nkri kamiwarga bandung jabar..sangat setuju dengan warga acehmengusir mereka
@bakhtiarahmad7131,2023-12-15T04:59:08Z,2023-12-15T04:59:08Z,0,"The Rohingya ethnicity often throws tantrums, they do not know to be grateful, food donated by residents is thrown away, many protest that the food given is small, even though Acehnese themselves live in poverty and hunger, there have been cases of Rohingya youth raping their Rohingya girls in exile, they often run away from censorship, naturally Acehnese people are afraid because they are afraid of increasing crime in Aceh"
@bakhtiarahmad7131,2023-12-15T04:49:45Z,2023-12-15T04:49:45Z,0,"It should be explained that Aceh at first was very accepting of the Rohingya ethnicity, but after they accepted well the attitude of the Rohingya ethnicity they didn&#39;t even know Thank you, and did not respect the locals, they often threw tantrums, they arbitrarily threw away the food given they complained that the food given to the Rohingya ethnicity was very decent and luxurious for us Acehnese people,  Even though many Acehnese live poorly, and starving"
@shintapurnamasari5221,2023-12-13T12:07:42Z,2023-12-13T12:07:42Z,1,"Mereka imigran gelap datang ke negara kami dengan sengaja,dan bukan terdampar.Rakyat menolak mereka,dan tolong hormati suara hati rakyat Indonesia."
@fathiizzan,2023-12-09T18:00:23Z,2023-12-09T18:00:23Z,0,"Qatar, go take them then, theyre one of the most unhygienic ethnics in the world, including India Pakistan and Bangladesh"
@byolif,2023-12-08T18:07:26Z,2023-12-08T18:07:26Z,0,Jadi ini sudah 10 bulan yg lalu? 😮
@jovanniecastillo6208,2023-11-29T12:37:36Z,2023-11-29T12:37:36Z,0,Good luck Indonesia
@abdulrahman31350,2023-11-22T12:55:46Z,2023-11-22T12:55:46Z,0,We must protect our land. Do not let the rohingya in.
@lughatra,2023-11-20T14:19:25Z,2023-11-20T14:19:25Z,1,Mereka banyak masih muda mudi.kuat&quot;.kalau mereka memang di dzolimi di negaranya .maka lawan.lihat suadara&quot; kita di palestine mereka tegar.nggak ky kalian.pelarian.
@alfansarifudin6469,2023-11-19T07:49:02Z,2023-11-19T07:49:02Z,1,"Minta Cina sama Rusia suruh nampung Rohinya, mereka gitu gara-gara pemimpinnya disokong senjata sama si panda dan beruang."
@bennyfreenest,2023-11-19T04:34:14Z,2023-11-19T04:34:14Z,1,"The problem it&#39;s begin when they not obey the local rules, culture and customs. And very hard to make sure they are Rohingya or Bangladesh because they don&#39;t have papers or id&#39;s."
@remydeen3943,2023-10-19T21:11:54Z,2023-10-19T21:11:54Z,4,Indonesia dan rohingya serumpun
@MOBIL93879,2023-07-31T13:29:55Z,2023-07-31T13:29:55Z,0,come here The Philippines
@antirohingyapenipu,2023-05-29T14:42:21Z,2023-05-29T14:42:21Z,0,Their only know to breeding like rabbits.
@hbjklhbjlk6293,2023-04-20T05:42:37Z,2023-04-20T05:42:37Z,0,Deport them if u want to live peacefully
@yourman3986,2023-04-16T20:10:27Z,2023-04-16T20:10:27Z,0,"After help them,they say our currency is low🤮👎and they&#39;r want go to Malaysia."
@ujangr.4672,2023-04-16T16:15:18Z,2023-04-16T16:15:18Z,2,One day Indonesia will regret.
@AbdurRahman-ut4fc,2023-04-07T23:22:36Z,2023-04-07T23:22:36Z,0,Have my brother Absar in this group. Please check and inform me kindly. My brother leave from Bangladesh Rohingya Refugee&#39;s Camp to Malaysia ongoing four months but  not have any news right now. But he was speak with us when reached Thailand. After reached my brother said me that he climbed in a truck 🚛 for to go Malaysia after we don&#39;t know anything about my brother Noor Absar. Father&#39;s name: Ubaidul Hoque. Mother&#39;s name Hasina Begum. Family members 7. Balukhali Camp-11 Rohingya Refugee&#39;s Camp address. If can know about my brother Noor Absar. Please share me. I request to Thailand Media group.
@wangyuan83,2023-04-01T15:58:55Z,2023-04-01T15:58:55Z,5,"Plis lah wei, ini kalo dibiarin lama lama ntar mereka ngelunjak, tolak aja ngapasi, kasihan rakyat lokal, makmurkan dulh rakyat sendiri,"
